tx,destination_address,exchange,token_name,token_erc20,number_of_coins_transferred,utc_date_time_of_transfer,utc_date_of_transfer
0xf033f6d7b99280e3f662f2321de36c8a0a8f8b795cdf4f9c6ced0dd001d007ba,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,500, 24 Apr 2023 23:56:35 GMT,2023-04-24
0xf13a09106049b20c9a72a7d7a7e80cda732e412bb995d01872a7232b5afae345,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2245, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x3407ce0b1a8e672c3ce642dbb52faf3fcbf16917937b9898706ef38f44af0df7,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,121, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x7be434f2ebe734ee0a3c27f4e1470aedd9842c1275ed404742c602f896e3f037,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,96, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x55185dc4e8e07c8910fb220b4018f66ed9c7eb1921410984147368d2235bc915,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,91, 24 Apr 2023 23:56:35 GMT,2023-04-24
0xafe90bf634bd500b0def2717f5d4cb29d21876c69880b0703f16b388cab43db4,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,238, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x3c216812cdac3d49cf14e24dca9296ec9788c663d928492adb945b86802fa88b,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4932, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x7d620b3bee9b07fba7aa37ef6a3bd6afba66bc952f62092e033be2765c986f40,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50, 24 Apr 2023 23:56:35 GMT,2023-04-24
0x9efe0209c2d650c18bdd8f3e028368bcfb4aca6429c3a7d16f5cec405645d273,0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,28125, 24 Apr 2023 23:56:59 GMT,2023-04-24
0xe4ae821cb00cc2cbecc2965c2136a666e615bd4050d5edfd28b422729a773663,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:57:11 GMT,2023-04-24
0xfc68b19e75619f1baccadb6eff8bd76f8c48bb0424f4b4e303a1bfb18ff072c3,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x9c9733430608831f8dc0df8b21809535b8db7b1ec6e2240c44d20f9e245991b7,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,16, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x3d673eec3040904bba57f9872ee0b8b1912c8ee77b6b46ed84f54d941aded313,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:57:11 GMT,2023-04-24
0xb40de6d57c7c1d9e95cea7b7bbcb9ad0a581d544792f32ec873ab87e778fa7ea,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x7fb0af4f0cfbee6fbccc87ea6493c72364b2c8b92e86cca6aabeaa0ae5c3e540,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x68a61d7012bd73ff34dc04c9c24bb7543441ef9ed40cf3c86d87baff5453fd33,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x9ac51ccca7b361acb5c866f9f0509163fccac8a5e3491ec15bbc76b491b19d1e,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:57:11 GMT,2023-04-24
0xff82a18d8da7dc832dde57c4bf5e51d549ca647dfc2fbf7efa2a5f1509576595,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:57:11 GMT,2023-04-24
0x71633fffc375eb4b50cfb9f9135dfc7b541fb35199a163ba1fca1a8440e4c3cc,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x04a3fc9a0b3e70b5be55f8883a613b778ced574685530cca15a898a55049358c,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x398e0a2be75070604024793b6883b31098f2fb6cedf1da52a0a9e45f39fb3ebe,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x1fe631d31d7663368e463ae459d3c384d36ba800e8102e7229bec9dbaaf8f4dd,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x57de13247c2338eb9fdf316ab6719ce80209630ea979ed3292392ca6736afd44,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x6801b69c99e286cc8e8c6e1c11849f4458da595f4204a71362bb42d72ff97f41,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xac3085ea53150862ae4e8566364bb5a74e3c36265eb0e7ff7078f4323945fbfc,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,7, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x56765efe3ef3c35f122ca3f9f0786f69ab71e85da0065352f6e63a505ea15514,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x2efedf6180ebe3681d073f72ce96a697c1809f69845f036136ab6392cf069b60,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x3c717bac84bb2a530d3607f988955c07c44db706cf4057712ec69749623d4714,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xa66c184705641b1567ecfc81097a6dc71dd64eb25e85e379a77b64d3683cb507,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x7b29fe2550a43aaaa40a6f1853f5a45d6c433353908f1e4126ac6ec542faad9f,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xfb7ac702787942beca79ebc07811a91d289e682fcda168d5964284109acf9c77,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xb17b2f72c1e64920332b86c54b35345ca4958dff6876fe95a30171cf251e700e,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x6414ad3de305aaa5045a851bf8a014022ae4d52c63cff2cb62ffa8945a919400,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x04cc48c59ea51333b3c603f233dd870dbd65f3f425f0d7aff8a11e0b20a8d763,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x452e30398c0a5b5fc5843ff5b4a99d4885105dcc08f5b323287fc3db9e4b9b2d,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,8, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x4e085f3799086b608caea893903f8649b8e1825798758e1f80c87b9a3774bd27,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x64ccfb8b1441c4df03319f051c7b4e6641746ab94a98c390ff2d03e025abdc90,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x83af4784d5bf7585efd303e5a43d87572779a0126ab66f5762eebe468c11ae56,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xdb42b31649322a683340fc1a316205cbd91e73ee17fb6654dee35fdc88137838,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x20d58425469e85c6f6837993447ce2d628bc4dd50d80f480e737f780fc72c719,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x2d9979df6d2608e499e292f8806e04df5faead937a51ad4a41596a40f4c9ad05,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x28b84fef9d5fd2b15596246dc9aad112296f9e69f0328370b58b6513fe95b142,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,8, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x39b26fd0a4fcec28afefdbecd6f6ef5d79dff48ce4fb780ed91facd6cde3303c,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xd65b24bc412b18b2f1ca6d4086ca84aa8f9039c5890c39339084e9e282a4be45,0x6c8dd0e9cc58c07429e065178d88444b60e60b80,Coinbase: Commerce Fee,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x6a519886086e4dc4a275cbb3e32292e99fb703158f8c053d3c2fe4e7b0a5a664,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xd8884e925fb482946978908ffc39193f1c1a54644a8068a453f628b5f8c78364,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x062c73cd916464b68fbc49f27c8e6590a9365f9ea686f9030505efea7e3c0d87,0x6c8dd0e9cc58c07429e065178d88444b60e60b80,Coinbase: Commerce Fee,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x70661554a95224aa6de8a8580e3264a1a1d7ac7f019cf64755e824b12ca12f4f,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xa987985365bd5a18ef5bb11091d83a16c580427402ab6078a7177618595307fc,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x97c669142db30f2301becddc45fd1cf633e768bb8a19b13d45837aa7ad59167a,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,24, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xa35faf642f7b55409232d6a537f8271aec494c159ccaea0f664df47bea9aa518,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:11 GMT,2023-04-24
0xb07bf950bb933edbab3103e7daa4f20c341335abba70e1f0540d31eff292344e,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x9f1de6ba580c46ca571b7e9a0f84709cc608f74f8a457cc4f5d5ee1fd7235e39,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10, 24 Apr 2023 23:58:11 GMT,2023-04-24
0x045b6cfd0f683d08f61530538004687e92a1e59767978ef4b96bfd29faaaa7bc,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x2ddb09bd9e88e7496fee69c425deedebcfe75d1cb06cb087b14eabcd6fd1687c,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x9278bea94e56216c207e40595a3975482e72ccf1f72e6070e1f628f942dd3e3d,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x020cb82c2f603454e654dac69511a9c235a4320e598bd8a285c92d283de475f4,0xce352e98934499be70f641353f16a47d9e1e3abd,Coinbase: Commerce Fee 4,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:23 GMT,2023-04-24
0xd0dc93e72a578874ef5e38b6aa6ed2f443a74b830ff3caca2aaea591f32d9595,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:23 GMT,2023-04-24
0xed2fafac8b78a1d981f3ca5eb5137930d19f900423902d926189633ddd81314d,0x90e18a6920985dbacc3d76cf27a3f2131923c720,Coinbase: Commerce Fee 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x115f22e57460ff6d75e4ab56f06c539973941a03968f80f41406da704ed60501,0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,Coinbase: Commerce Fee 3,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x20f9cebeec5e8f8b9ce3973bba13c3d6302ac22f4b7c539407da9301005a700a,0x6c8dd0e9cc58c07429e065178d88444b60e60b80,Coinbase: Commerce Fee,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x742c03a1a0bf787657865a5f56c81989028d9fae5c09dc0b3c5e6496bc5f2337,0x4b23d52eff7c67f5992c2ab6d3f69b13a6a33561,Coinbase: Commerce Fee 6,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x4351140b7814d96289ced323597af2a8c9def211ebb90f9f31db93cd57ca0325,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x5a0634263f31b6f3da38372b5e16686bebeeb0779e9ec2f13f5dea28f7f4e519,0x6c8dd0e9cc58c07429e065178d88444b60e60b80,Coinbase: Commerce Fee,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5, 24 Apr 2023 23:58:23 GMT,2023-04-24
0xd4daea6f24f3e70ec7cc64df880968e43327963caff3889e4f3b4896e5db2b3e,0x6c8dd0e9cc58c07429e065178d88444b60e60b80,Coinbase: Commerce Fee,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,0, 24 Apr 2023 23:58:23 GMT,2023-04-24
0xf6eb6d7eace96b72aa5c2616e4c0d912c90bc3166f41ed4e5c84f8a16c20a100,0xbc8ec259e3026ae0d87bc442d034d6882ce4a35c,Coinbase: Commerce Fee 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10, 24 Apr 2023 23:58:23 GMT,2023-04-24
0x7ecf0565b29b42d3206103245a63315cfeaffcde4ddbdfb1ad33f359464aac20,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,493, 24 Apr 2023 23:58:35 GMT,2023-04-24
0x3fe688c8f5c81a78d97efa97b96eb8ed9639290d02a79e00a8cd6195bab7a4a9,0xec30d02f10353f8efc9601371f56e808751f396f,KuCoin 11,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2000, 24 Apr 2023 23:58:35 GMT,2023-04-24
0x5eb68cc761bc898e3f1d8d5eed7d35cf5bbbfb5a9a87f02ea9dbb96f6686ee56,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,550, 25 Apr 2023 00:00:11 GMT,2023-04-25
0x4c16f021e2a6050307ff1c6d18f8665648e074dd22b6a387a200690f04066e6e,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10000, 25 Apr 2023 00:00:11 GMT,2023-04-25
0x97f99b5b1d6879a123ded7cbf4fb0e667b3d5e83b285da7393a61ab30c15a2db,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,517, 25 Apr 2023 00:00:11 GMT,2023-04-25
0x4d688aef66ffb71fcad28df57eb585c2890d15746dc029dddbfd77ab6cc0dba7,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9990, 25 Apr 2023 00:00:11 GMT,2023-04-25
0xc96f1cb7469de36bb6548b5dba6ae6302a16cca2875781da4254de859a2d49cd,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,525, 25 Apr 2023 00:00:11 GMT,2023-04-25
0xe98b37c3a98d681c254fddb12a8a049d605ed20e970d5dac7fac8f64d09f5e51,0x5041ed759dd4afc3a72b8192c143f72f4724081a,OKX 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2813, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x0d82585b698231b24c47627392c7718451036be647ea1af200a93e405853bd60,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,47087, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x9a328cbbc4067e4bc95d639f1b7d545b4a9b7d9a1dc5d33065d7734ea46a6af3,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x3bb8ef1d960c57e0e2fcd4c6b9d6fe2ea58a8fc0fc1e2524e0838bcdab4d2bed,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,544701, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x5595623a973eda19fc42919fc198177d6f425364892045e6ac24c8d2f47915bc,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,90000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x77c0d4288892ada20518781971de395f07c46a1dcbcf60014f6bc45fbb60aa1f,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,114327, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xf0eff72c60b41cb599dece06419ec8f4bf525794dcd60ecbcccb0f12f6aaa516,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,45885, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x0eaee761f9f1077beeb3a19de02d54235ebc9fa51282d65d66f5321c424557b4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,106000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xe0971dacb860cfa412465c0dc902cf8db711846bd1698e78e068bf27c6190734,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,230934, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x842a5554e9a7babae8dce02f0d0f7bfc51b5c623e98e59debe310c12cf679384,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,449616, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x752aaad0f058cfe00dafe6fc89011d18a3b88a1528462b99f12997eeabbcae8c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,42322, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x18ce38cb5c9d1c3b512570e9b20b0635cd200b965a7d4fdb785cddd73fb2320b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xa3300eb042650c6ba71f705e5d1f781e27a32bb08ecb9165bef4af9a4b6011f4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,126954, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xa2a0d6fa0d9651c3dbd6c964a56a632def3ef7e037b5370e4823ea0d97eb1934,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,80000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xd68a600225600ec9c713273399f10c1d9c54ed172b52196d7e2a5c07590c04e5,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,176702, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x1c36097c08f2766a4f15d12f38c051f6c906d37545f5237fc201c02f202dc35c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,42500, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xebf6e69052461d19a8fee549df429466843983c7cd67d23462e0e0dce7418d5a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,132870, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x49410895b2f45c8fdc93a17376787a1512b216ca3bc5317e41199c2cdc520e91,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x303222a0463b2f10ae80c28c5827a3504b00444370b8dc6c8c38c2a008d38c3b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,55000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x1018ee9618e7069e6336a0c82644fda2b04f06121a4cc26d61699f2c65de73a5,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,75000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xde9edec6149a1f24c02e1b2c830e7fea7dd44907a3736e13c4989110ca4bde63,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,23020, 25 Apr 2023 00:00:23 GMT,2023-04-25
0x2517d0c96df4b2aaab1f2f7ba766c055a1be8c9d2439b4dc305045560c0b2823,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,29000, 25 Apr 2023 00:00:23 GMT,2023-04-25
0xe59a6b4af2dec85c0d0d3eb387391ae763d7cd45f002331ebe104c2a9e045350,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,26000, 25 Apr 2023 00:00:23 GMT,2023-04-25
